SampleID,FamilyLabel,ResponseType,Topology,EquationSource,R1,R2,R3,C1,C2,C3,L1,RA,RB,K_calc,Q_calc,f0_calc
1300,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,1655.13189314339,1655.13189314339,NaN,2.31995368881854e-11,2.31995368881854e-11,NaN,NaN,10049.6777456161,13067.5550109143,2.30029592407724,1.42917561067686,4144844.1833956
1085,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,1427.33287835386,1427.33287835386,NaN,1.70260797597758e-12,1.70260797597758e-12,NaN,NaN,10070.5869618562,4631.46982318717,1.45990068312101,0.649308774466895,65490785.3320836
1465,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,24247.9245941526,24247.9245941526,NaN,3.9646200283558e-12,3.9646200283558e-12,NaN,NaN,9962.25500015182,4420.36114309688,1.44371090109915,0.898813226769912,1655556.42956382
1616,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB active-filter equations,154355.801140929,1129291.02984877,362510.756792127,6.26702534266981e-10,5.72581210374973e-10,NaN,NaN,NaN,NaN,-2.34853989362635,0.16153149103009,415.247925858588
1049,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,725988.219413165,725988.219413165,NaN,3.5183455125677e-11,3.5183455125677e-11,NaN,NaN,10056.2711280778,7845.16833442266,1.78012697097221,0.819757447049207,6230.91851609023
1192,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,37385.5433490906,37385.5433490906,NaN,7.61261808511277e-11,7.61261808511277e-11,NaN,NaN,9914.79521554682,1656.15276874275,1.1670385250263,0.545565203444523,55921.9610085382
851,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,103034.971519539,103034.971519539,NaN,6.7294382023484e-11,6.7294382023484e-11,NaN,NaN,10195.8769350643,11466.346184539,2.1246061773368,1.14234299364566,22953.9096034577
1956,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB active-filter equations,250558.657199804,20971.8644493734,NaN,3.27737726063826e-11,4.40895206513637e-11,5.46176610714173e-11,NaN,NaN,NaN,-1.66650515726044,0.774106855188628,44741.7190681553
3058,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,External state-variable/biquad active-filter canonical equation,68660.5243810379,10202.5510517749,29703.5520310156,5.90810168435825e-12,3.31272600233524e-10,NaN,NaN,10095.1213612993,29261.3780160306,3.89856624489996,3.11281004441147,135923.780869562
505,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC second-order equation,77.7107393690024,NaN,NaN,5.76138573514391e-10,NaN,NaN,5.59750228439878e-05,NaN,NaN,1,4.01099963284186,886256.667302646
2183,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB active-filter equations,22143.0657617419,13895463.2059823,NaN,4.83079655332007e-11,8.50712183664334e-10,NaN,NaN,NaN,NaN,-53085.9504621848,5.6487052549537,1415.35062884233
2427,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,External state-variable/biquad active-filter canonical equation,14748.0928907691,12367.7171661662,28820.9133001042,1.525641452966e-10,2.78107873186151e-10,NaN,NaN,10222.7988458843,25835.8049377689,3.52727313989654,3.00289544993754,57210.3421254199
2558,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,External state-variable/biquad active-filter canonical equation,663040.447051601,242452.159581127,52466.3840648253,3.89992964008114e-11,2.54372878807246e-11,NaN,NaN,10136.6239000202,21547.7722990231,3.12573461455743,5.08750162959296,12602.9816427155
1168,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,130756.416653809,130756.416653809,NaN,6.6772120244349e-10,6.6772120244349e-10,NaN,NaN,10115.5470452741,1390.85051611714,1.13749632223469,0.536911691471036,1822.89626252231
2247,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + ADI 1-minus-BP notch construction,1613.20755059356,155305.374266619,NaN,1.3012499788388e-10,2.56935523808345e-11,NaN,NaN,NaN,NaN,1,3.64100608310061,173895.891629405
2480,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,External state-variable/biquad active-filter canonical equation,26754.8042992852,75007.7196203134,12231.7587326848,2.04397634483739e-11,3.08504375748458e-11,NaN,NaN,9887.79330070776,5922.44647416857,1.59896544092853,1.25839643130915,141480.851304884
2958,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,External state-variable/biquad active-filter canonical equation,32327.3672045331,636642.768574924,47194.6474285992,2.48692489625946e-10,4.81418806205139e-10,NaN,NaN,10410.0951906735,23443.933729071,3.25203836273031,4.76371530056144,3206.22648610975
1197,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,851306.396125069,851306.396125069,NaN,2.91989399244446e-12,2.91989399244446e-12,NaN,NaN,10020.5025265586,2243.80629780764,1.22392153406085,0.563038187319738,64027.5893246292
3045,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,External state-variable/biquad active-filter canonical equation,499753.789786265,380605.922266205,7715.73491479621,1.7414679091993e-12,3.84398970423393e-11,NaN,NaN,9627.07384743345,17605.5127448421,2.82875015023757,0.74195186890509,44602.116409607
983,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,191056.527732733,191056.527732733,NaN,2.90116070389579e-12,2.90116070389579e-12,NaN,NaN,9921.43191719041,1415.37568114307,1.14265840787465,0.538403923241551,287135.218940595
383,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC first-order equation,23799.5134356708,NaN,NaN,1.86241814087594e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,3590664.76578378
1665,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB active-filter equations,80419.7731399687,35968.385748395,240091.182334582,1.75751011552286e-10,3.02346074958568e-11,NaN,NaN,NaN,NaN,-2.98547450409626,0.584312725396149,23494.7305523312
855,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,64377.9712942334,64377.9712942334,NaN,1.08286973739432e-10,1.08286973739432e-10,NaN,NaN,9955.32638792342,9849.77760886246,1.9893977580495,0.989508986314896,22830.0376628887
2581,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,External state-variable/biquad active-filter canonical equation,71998.5503103542,443453.615826924,11684.0895507708,7.99995316611339e-10,8.78072983263982e-12,NaN,NaN,10207.8254152096,18567.156046891,2.81891395000017,1.16489986149018,10627.3534726294
2445,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,External state-variable/biquad active-filter canonical equation,8729.08530483868,429343.613089115,40886.3728998329,1.00066993832032e-11,5.06981563673494e-10,NaN,NaN,10459.140507985,5526.3100458464,1.52837133621327,3.93939566079765,36499.9063052781
1079,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,16254.9495428,16254.9495428,NaN,1.77879524085879e-11,1.77879524085879e-11,NaN,NaN,9917.53838485816,10860.3749756577,2.09506760187982,1.1050549213149,550438.176034107
11,PASSIVE,LPF,PASSIVE_RC_LPF,Passive RC first-order equation,12261.441487159,NaN,NaN,1.32332560112278e-10,NaN,NaN,NaN,NaN,NaN,1,NaN,98087.0983367005
569,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC second-order equation,8177862.47993235,NaN,NaN,1.02272064625669e-11,NaN,NaN,4731.97198448129,NaN,NaN,1,2.63028475336608,723.470017593234
761,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC second-order equation,12619.4426833027,NaN,NaN,2.436278351518e-11,NaN,NaN,0.0186130652503208,NaN,NaN,1,2.19030866571897,236345.712718633
2609,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,External state-variable/biquad active-filter canonical equation,2637.0065173779,354222.668649594,33386.0902432508,8.39878527035499e-11,3.40911626020405e-12,NaN,NaN,9876.87955630499,33503.9036235665,4.39215472179966,3.37795831143705,307749.396354062
1873,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB active-filter equations,835424.326462992,963082.612748143,NaN,7.22865725101265e-11,2.41025575832354e-10,1.15792912441134e-10,NaN,NaN,NaN,-1.60185921700621,0.226363478848664,1062.09227140276
157,PASSIVE,LPF,PASSIVE_RC_LPF,Passive RC first-order equation,28510.4919215864,NaN,NaN,8.94778476578735e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,623878.317270116
1817,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB active-filter equations,67322.8128364767,74.448120488212,NaN,4.35891093428504e-11,2.30221289689523e-10,2.41346429093348e-11,NaN,NaN,NaN,-0.553685158361543,13.5877764269681,953715.75285489
2990,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,External state-variable/biquad active-filter canonical equation,36785.0022685267,12995.2047001354,32211.9112858461,1.73886674457054e-11,2.157653360951e-11,NaN,NaN,10349.0304989416,18938.054613962,2.82993514377011,3.12406810050488,375810.740318023
2486,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,External state-variable/biquad active-filter canonical equation,436607.875084022,18895.584406586,49248.3054655043,1.31099046200772e-10,1.50168299718198e-12,NaN,NaN,9558.80028543394,24314.122939203,3.54363750817702,4.77656050678794,124883.564832236
385,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC first-order equation,52453.8772320848,NaN,NaN,6.36971270664543e-10,NaN,NaN,NaN,NaN,NaN,1,NaN,4763.46185061749
2564,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,External state-variable/biquad active-filter canonical equation,20510.8392233955,3046.75775479528,20960.9361127114,1.12621656432974e-10,7.03617834798824e-10,NaN,NaN,10094.6241131828,25215.3623188912,3.49790007395739,2.13690456879914,71520.4237585248
2710,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,External state-variable/biquad active-filter canonical equation,100949.032336419,99378.108743986,13275.0728451351,1.20100642589661e-10,9.0685255633739e-10,NaN,NaN,9948.00014776602,29392.2140688262,3.95458520629663,1.28208497613738,4814.84910873903
1253,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,23788.9065249504,23788.9065249504,NaN,5.26028301983313e-12,5.26028301983313e-12,NaN,NaN,9946.32947442777,6601.432673698,1.6637054091834,0.748337983908853,1271851.892726
1414,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,26629.2545627292,26629.2545627292,NaN,1.08328104759275e-10,1.08328104759275e-10,NaN,NaN,10048.593242936,5918.01592138347,1.58893974293802,1.21636667960486,55172.1587608827
818,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equal-component active-filter equations,18772.3392703364,18772.3392703364,NaN,4.78893186537549e-10,4.78893186537549e-10,NaN,NaN,10068.7060745251,10931.081895209,2.08564912058221,1.09367204922114,17703.6607573548
