SampleID,FamilyLabel,ResponseType,Topology,EquationSource,R1,R2,R3,C1,C2,C3,L1,RA,RB,K_calc,Q_calc,f0_calc
712,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,212274.601893457,NaN,NaN,5.94358301812018e-11,NaN,NaN,75.040003576093,NaN,NaN,1,5.2932721239262,2383.13992235698
2941,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,54733.5828544558,1845.61845632262,36508.8913227458,1.1002643860492e-11,6.64376231144728e-10,NaN,NaN,9856.48006979957,11443.8800698156,2.16105140869507,3.75027904399274,185210.949943887
1479,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,121282.153041795,121282.153041795,NaN,4.58292775595031e-11,4.58292775595031e-11,NaN,NaN,9838.62038668215,1180.9985029613,1.12003700280579,0.568205710460858,28633.8814358641
892,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,760509.424372655,760509.424372655,NaN,1.08466687578281e-10,1.08466687578281e-10,NaN,NaN,9874.52643427124,7449.64650389303,1.75443076217182,0.802845774951569,1929.3861371772
1775,MFB,LPF,MFB_LPF_Maheshwari,Maheshwari MFB equation + current signature,8293.55601402678,157113.525918647,11816.1659126522,7.03662935704463e-10,7.88948805674554e-11,NaN,NaN,NaN,NaN,-1.42474059289739,0.327610929478383,15677.1929828914
499,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,1742.92903923341,NaN,NaN,1.5964509850819e-10,NaN,NaN,0.00503040695869758,NaN,NaN,1,3.22065392297108,177599.10655568
720,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,1312035.08794482,NaN,NaN,1.36038813514939e-11,NaN,NaN,566.380678661134,NaN,NaN,1,4.91787343225064,1813.15319302284
470,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,877385.59021488,NaN,NaN,1.33020288315949e-11,NaN,NaN,57.6928207294942,NaN,NaN,1,2.37362138823796,5745.13585232074
296,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,106317.012299565,NaN,NaN,6.68366354598294e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,223976.672615847
264,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,915715.436698197,NaN,NaN,6.974444243931e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,24920.1119809847
1823,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,9969.42017809686,307698.672737032,NaN,1.88338788667655e-10,1.16443423176847e-10,1.34605676909675e-11,NaN,NaN,NaN,-0.0714699706108881,0.313313527805197,72582.7134010728
3183,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,1765.25306387416,53818.1575610764,15064.124213223,2.51227973950057e-11,1.13322156137284e-12,NaN,NaN,10332.6708445819,15393.4476270659,2.48978399279386,1.46952379141356,3060277.57041366
1336,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,745944.492977463,745944.492977463,NaN,1.40382168616018e-10,1.40382168616018e-10,NaN,NaN,10001.3627497043,6575.46851110757,1.65745725614261,0.744855241723482,1519.85330593761
404,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,87564347.8799284,NaN,NaN,1.31045237476078e-11,NaN,NaN,114548.034322959,NaN,NaN,1,1.06771632186278,129.90195586529
1886,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,246921.011291876,8812.91376904906,NaN,6.76359985841244e-10,6.81373872806507e-10,4.25401976494665e-11,NaN,NaN,NaN,-0.062895792980059,10.2323906843989,20039.5911974533
3148,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,4262.95053305572,4258.06378048203,23618.6019474395,1.09480760504082e-11,4.68724519743358e-10,NaN,NaN,9881.50434542289,32589.2158036745,4.29800146460188,2.41340912319805,521472.204626935
2259,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,773091.727795831,81978846.8693099,NaN,7.59844474904311e-11,2.44814599107155e-10,NaN,NaN,NaN,NaN,1,4.37807635793137,146.579320683718
444,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,107906.555793274,NaN,NaN,4.0411585287552e-12,NaN,NaN,1.40495059779855,NaN,NaN,1,5.4642398244506,66793.8783342217
2603,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,164871.004073356,8422.82654742648,39069.5291193578,4.2816121669475e-12,2.48692263278294e-10,NaN,NaN,9704.24981206621,9925.22382692239,2.02277084979628,4.08558041444859,130883.307477629
3196,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,3727.23593918019,635578.182678975,37416.3092602488,9.80232925310252e-11,2.26780171337068e-11,NaN,NaN,9979.85378888194,6439.05882899624,1.64520572798067,3.8162860220237,69354.5592465317
1914,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,67424.2278694445,11.0696290259752,NaN,3.1464113189148e-11,6.85706152984175e-11,7.82630888786677e-10,NaN,NaN,NaN,-24.8737628193063,0.82347662226149,795239.771591634
1112,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,201529.250720741,201529.250720741,NaN,1.43485501308966e-12,1.43485501308966e-12,NaN,NaN,9854.97474660833,13503.5495667864,2.37022670417636,1.58787298005732,550394.419679343
1984,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,799495.22868046,1924196.9634443,NaN,2.6429826092083e-10,2.64751592387314e-11,1.42326182873065e-11,NaN,NaN,NaN,-0.0538505937864263,0.761808708863883,6610.3695560503
2705,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,11652.4578897426,815751.547160432,11132.8228330968,3.54729535007012e-11,2.569234696492e-10,NaN,NaN,10201.3355506897,26372.8030647634,3.58523042730228,1.07212391277442,17099.4382624198
3150,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,842211.552877073,139540.948598616,7461.7169267572,9.00607682512402e-11,1.0209759378129e-11,NaN,NaN,9504.87481344402,16909.7912795196,2.77906512304632,0.746107975926585,15310.279595383
1873,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,86503.3941005082,83.246327810811,NaN,4.58241472509466e-11,7.29233384112142e-10,2.84397173151943e-10,NaN,NaN,NaN,-6.20627311610405,2.23262952230595,130234.217926533
899,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,2258.51688077002,2258.51688077002,NaN,3.82395278569912e-12,3.82395278569912e-12,NaN,NaN,9853.15233162,6965.48628607908,1.70692972681707,0.773353174022375,18428257.3821628
2514,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,25166.394715286,42231.9326193721,5759.91929895089,1.64996607648294e-12,1.32885081205509e-12,NaN,NaN,9991.04474842898,7000.99859252853,1.70072737824834,0.577983917480097,3296958.88301778
917,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,26763.2991121331,26763.2991121331,NaN,2.17096782347363e-10,2.17096782347363e-10,NaN,NaN,10007.8408652836,10623.2916339099,2.06149685800473,1.06552653395916,27392.211549664
1405,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,2106.18911823044,2106.18911823044,NaN,2.1630763391053e-11,2.1630763391053e-11,NaN,NaN,10029.500988227,4881.16649937719,1.48668089320764,0.97405296896975,3493420.94875564
1919,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,614306.992260488,338.729144507848,NaN,1.36292309164614e-10,3.91615233636706e-11,3.97196425267052e-10,NaN,NaN,NaN,-2.91429815593863,3.18255163745854,88464.4263011969
697,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,7836.94549624962,NaN,NaN,3.11176079876913e-10,NaN,NaN,0.100812943877562,NaN,NaN,1,2.2967208837867,28415.7341188403
2638,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,59099.0664389518,4125.83720588041,54021.5061726015,3.15418493496615e-11,8.77650347841669e-11,NaN,NaN,9717.73275293633,22110.9784916027,3.27532275827627,5.34174209834369,193717.758937975
964,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,1289.94747171517,1289.94747171517,NaN,7.99447155578721e-12,7.99447155578721e-12,NaN,NaN,10035.4411984288,5836.85201125002,1.58162385647418,0.705031598680293,15433283.8686616
961,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,1063.96467018987,1063.96467018987,NaN,5.46242390776117e-11,5.46242390776117e-11,NaN,NaN,9982.06798172473,1811.55009496579,1.18148044055424,0.54989785224239,2738467.07872405
2105,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,52969.1545017116,86967023.8152965,NaN,1.24554666011064e-11,8.45576216051134e-10,NaN,NaN,NaN,NaN,-22326.6827022008,4.84639535101201,722.561682426007
2186,MFB,BPF,MFB_BPF_Maheshwari,Maheshwari MFB equation + current signature,659.403143658258,107194.540416088,NaN,1.72567897056197e-11,3.16815690036113e-11,NaN,NaN,NaN,NaN,-47867671.857615,6.09178785715303,809608.291987797
2473,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,5590.35849872534,5752.21330415432,18299.7167327589,2.92721095535905e-12,4.97850024678879e-12,NaN,NaN,10080.7443350757,25945.606667665,3.57377886049426,1.86793330931162,7352017.52288799
1016,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,170893.456835809,170893.456835809,NaN,7.9037536973913e-10,7.9037536973913e-10,NaN,NaN,10120.1182922522,10891.1268761704,2.07618572843249,1.08246866364515,1178.31470852342
2214,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,6636.60577532509,996998.217085224,NaN,3.23726262250471e-10,4.24526801671317e-11,NaN,NaN,NaN,NaN,1,3.92393981714221,16690.0795682106
527,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,254.474767820846,NaN,NaN,1.56130612608893e-10,NaN,NaN,0.000191735536739787,NaN,NaN,1,4.3547431842998,919866.479076887
626,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,7162188.80544477,NaN,NaN,1.71984266799079e-11,NaN,NaN,252.204828765719,NaN,NaN,1,0.53467093175972,2416.56829497866
2390,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,93.3030799606748,37843.7716543685,NaN,1.24006214484065e-11,7.84494059937392e-10,NaN,NaN,NaN,NaN,1,2.49267032280273,858733.449839622
458,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,4577366.93181538,NaN,NaN,7.84105079616117e-11,NaN,NaN,1270.02061847669,NaN,NaN,1,0.879230053088471,504.344875141241
253,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,26577.8625998086,NaN,NaN,2.33575277921064e-10,NaN,NaN,NaN,NaN,NaN,1,NaN,25637.3543132861
3006,ACTIVE_OTHER,BSF,ACTIVE_OTHER_STATE_VARIABLE_BSF,State-variable/biquad-like active-other equation + current signature,7043.23587457381,32989.6581143814,14761.8481883277,1.27583015716009e-12,2.17229560521409e-11,NaN,NaN,10174.7435238751,33946.262505811,4.33632611241314,1.54366200360643,1983303.66416706
1509,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,2990.21632120595,2990.21632120595,NaN,3.04456533391651e-11,3.04456533391651e-11,NaN,NaN,10184.8806964539,4243.75555894427,1.41667209321576,0.857150830921827,1748204.46824632
865,VCVS,LPF,VCVS_LPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,25820.658148318,25820.658148318,NaN,6.52745381702122e-12,6.52745381702122e-12,NaN,NaN,10119.434231655,7776.49883116789,1.7684717004081,0.81199920483466,944297.882788648
2634,ACTIVE_OTHER,HPF,ACTIVE_OTHER_STATE_VARIABLE_HPF,State-variable/biquad-like active-other equation + current signature,502500.974447014,2928.87552835132,20742.192689696,1.56041620023835e-12,7.07185970391662e-10,NaN,NaN,10367.1630188094,32826.6325040007,4.16640458382322,2.16600069022198,124886.120976901
1312,VCVS,BPF,VCVS_BPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,547953.880795901,547953.880795901,NaN,3.16083714752175e-10,3.16083714752175e-10,NaN,NaN,9892.35308313095,11455.6072781188,2.15802652633311,1.18768587286353,918.912171050555
1432,VCVS,BSF,VCVS_BSF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,1317.2979536715,1317.2979536715,NaN,2.57837116743519e-10,2.57837116743519e-10,NaN,NaN,10122.3373731555,3117.01950254362,1.30793475732294,0.7224752366784,468587.477562385
574,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,14891627.6522426,NaN,NaN,4.68114967291975e-11,NaN,NaN,10806.6494722234,NaN,NaN,1,1.02029815212739,223.768183101646
582,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,5514.60606888434,NaN,NaN,8.19694079092035e-10,NaN,NaN,0.0909241092984937,NaN,NaN,1,1.90984945120924,18435.4908343712
2290,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,147000.871331493,7354285.6914884,NaN,4.91905080495232e-10,1.5064347159818e-10,NaN,NaN,NaN,NaN,1,2.99654053181223,562.307811789174
111,PASSIVE,LPF,PASSIVE_RC_LPF,Passive RC equation + source-current signature,6671.25940210943,NaN,NaN,8.14707008652553e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,2928268.20077187
355,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,9337.12184987726,NaN,NaN,4.36589101977845e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,3904219.39412052
1985,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,35156.550004649,141631.649807566,NaN,7.92979858127942e-10,2.79861079206191e-10,4.03012963095155e-11,NaN,NaN,NaN,-0.0508225976945472,0.935289821689065,21237.631913863
1147,VCVS,HPF,VCVS_HPF_Maheshwari,Maheshwari VCVS equations + prototype input/supply-current signature,47871.2266447344,47871.2266447344,NaN,2.43150957147392e-11,2.43150957147392e-11,NaN,NaN,10155.9960566308,11834.77365245,2.16529915790221,1.19803401358357,136731.819254421
463,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,494013.283444414,NaN,NaN,4.83087370595185e-10,NaN,NaN,785.206931938605,NaN,NaN,1,2.58071825473945,258.413517243163
795,PASSIVE,BSF,PASSIVE_RLC_BSF,Passive RLC equation + source-current signature,181485223.750333,NaN,NaN,2.3220154506547e-12,NaN,NaN,414554.843483081,NaN,NaN,1,2.32818331751577,162.217080987219
2559,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,1390.94261543876,4066.28951460324,18643.6783356104,2.46107279567985e-11,1.90017727490255e-11,NaN,NaN,9806.85563041518,10304.2572205369,2.05071978306472,1.81760920191624,3094618.28225642
2468,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,222514.144268739,5188.92661390605,52748.3020290812,1.72188770982072e-12,1.14636490704643e-10,NaN,NaN,9562.21874884085,6985.90553726404,1.73057370059756,5.08243397094635,333379.354703702
170,PASSIVE,LPF,PASSIVE_RC_LPF,Passive RC equation + source-current signature,10977.423364334,NaN,NaN,8.0155560005279e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,1808781.32363481
241,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,26739.5012547531,NaN,NaN,4.2058710821096e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,1415177.36122978
305,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,17019.1998575749,NaN,NaN,6.2480522663064e-11,NaN,NaN,NaN,NaN,NaN,1,NaN,149670.544812476
1942,MFB,HPF,MFB_HPF_Maheshwari,Maheshwari MFB equation + current signature,12975.2696665107,1573.28655121391,NaN,5.26208183170878e-11,4.28573158937706e-10,3.6950992354944e-11,NaN,NaN,NaN,-0.702212423461015,0.993253315815333,279919.06768337
366,PASSIVE,HPF,PASSIVE_RC_HPF,Passive RC equation + source-current signature,19191.3253031415,NaN,NaN,1.28881196854113e-12,NaN,NaN,NaN,NaN,NaN,1,NaN,6434659.99838024
2325,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,457829.038210987,16851563.9394085,NaN,2.65057343054954e-10,8.31102712379027e-10,NaN,NaN,NaN,NaN,1,2.59771640341545,122.081846113899
2453,ACTIVE_OTHER,LPF,ACTIVE_OTHER_STATE_VARIABLE_LPF,State-variable/biquad-like active-other equation + current signature,21625.5090042829,97234.6435571331,38920.7586523569,1.5720550632753e-11,1.35533551762522e-12,NaN,NaN,10405.4754275404,9917.47613275321,1.95310168207253,4.06036632068594,751915.716674299
2815,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,116372.082195962,137978.081239399,28949.9231955218,1.87266519685474e-12,1.84485038503038e-10,NaN,NaN,9932.3598612696,21906.6505461833,3.20558365304568,2.81404602810835,67574.0631393671
536,PASSIVE,BPF,PASSIVE_RLC_BPF,Passive RLC equation + source-current signature,982.706936529576,NaN,NaN,3.0007838642568e-10,NaN,NaN,0.00610469823043946,NaN,NaN,1,4.58976786352624,117590.076633871
2362,MFB,BSF,MFB_BSF_1_MINUS_BP,Maheshwari MFB BPF denominator + 1-minus-BP notch + current signature,54759.7476678731,23484155.2677632,NaN,4.32675507443083e-11,5.5134291584961e-10,NaN,NaN,NaN,NaN,1,5.3791822421769,908.67773276857
2836,ACTIVE_OTHER,BPF,ACTIVE_OTHER_STATE_VARIABLE_BPF,State-variable/biquad-like active-other equation + current signature,630275.71338038,8327.54630179456,32080.9443338323,1.23057869974005e-11,2.68053049807866e-11,NaN,NaN,10322.9978902762,14371.3504587721,2.39216830338687,3.23947379380598,120957.06608032
